Ori_x,Ori_y,Ori_z,Ori_w,Pos_x,Pos_y,Pos_z,Obj_Pos_x,Obj_Pos_y,Obj_Pos_z,Label
0.000331,0.707015,0.000583,0.707198,-0.009611,-0.468402,0.916057,-0.039101,-0.465375,0.501134,0
-0.000788,0.706933,0.001605,0.707278,-0.000857,-0.460114,0.963586,-0.029152,-0.474142,0.567923,0
0.007321,0.706832,-0.005878,0.707319,-0.023061,-0.449852,0.903794,0.002034,-0.452925,0.603597,0
0.010004,0.707013,-0.008821,0.707074,-0.017123,-0.424583,0.886031,-0.030627,-0.432328,0.519312,0
0.081348,0.697319,-0.06633,0.709034,-0.003965,-0.483251,0.827216,0.970927,-5.163131,-24.417541,0
0.029496,0.706532,-0.02853,0.70649,-0.044031,-0.488034,0.871404,0.123439,-0.410002,0.476767,0
-0.000127,0.70714,0.001004,0.707072,-0.02573,-0.467905,0.951352,0.027163,-0.508348,0.646582,1
-0.000719,0.707197,0.001256,0.707015,-0.00507,-0.42563,0.942055,0.013231,-0.474726,0.570358,0
-0.024315,0.706808,0.025535,0.706526,0.021063,-0.404455,0.919046,-0.102381,-0.538064,0.689796,0
-0.006607,0.70784,0.007415,0.706303,-0.015298,-0.470946,0.947429,0.017932,-0.435377,0.574884,0
-0.119264,0.697071,0.11985,0.696781,-0.055181,-0.427575,0.850717,0.023379,-0.486857,0.595495,0
0.02621,0.707034,-0.025487,0.706233,-0.02044,-0.46311,0.885945,0.054868,-0.448089,0.523032,0
0.00298,0.706297,-0.003447,0.707901,-0.020039,-0.468633,0.945172,-0.025144,-0.476019,0.521179,0
0.042866,0.70134,-0.029291,0.710934,-0.056466,-0.394115,0.826927,-1.083593,-3.588268,-16.222546,0
0.0,0.707107,0.0,0.707107,-0.070772,-0.414655,0.949467,0.039917,-0.58158,0.6147,0
-0.10754,0.699955,0.113912,0.696794,-0.018918,-0.459978,0.827804,0.034269,-0.378315,0.451134,0
-0.004058,0.707294,0.005237,0.706888,-0.033687,-0.432621,0.921198,0.015522,-0.451764,0.654676,0
-0.058148,0.704318,0.058997,0.705035,-0.027313,-0.500016,0.944909,0.231531,0.097593,0.189197,0
0.020704,0.706721,-0.019829,0.706911,-0.022708,-0.48069,0.842096,2.034789,3.782279,-19.703964,0
-0.007163,0.707307,0.008394,0.706821,0.01624,-0.448781,0.943236,0.084879,-0.469766,0.520519,0
-0.055356,0.704602,0.055669,0.705247,0.013716,-0.395182,0.859759,0.030799,-0.517213,0.588908,0
0.003656,0.707402,-0.001189,0.706801,-0.039087,-0.449294,0.871146,-0.010996,-0.478606,0.609839,0
0.022369,0.706528,-0.022088,0.706987,-0.028619,-0.44078,0.89454,-0.000421,-0.448552,0.63413,0
0.000497,0.707226,0.000348,0.706987,-0.042365,-0.483141,0.916233,-0.009168,-0.475409,0.601734,0
-0.016224,0.706892,0.017133,0.706928,-0.040953,-0.468862,0.829758,4.376879,0.022168,-17.322643,0
-0.001341,0.707088,0.001278,0.707123,0.013898,-0.388114,0.959034,-0.049646,-0.498112,0.596457,0
0.002921,0.707229,-0.001793,0.706977,-0.013793,-0.404796,0.877867,0.108733,-0.392325,0.71383,1
-0.055606,0.704986,0.056578,0.704771,-0.030045,-0.468041,0.898706,-0.013557,-0.501395,0.518542,0
0.02049,0.706529,-0.019691,0.707114,-0.022662,-0.430346,0.855168,0.079696,-0.480934,0.689008,1
0.00033,0.707194,0.000571,0.70702,-0.01981,-0.443678,0.94823,-0.019844,-0.527619,0.618202,0
-0.000116,0.707129,-0.000127,0.707085,-0.038192,-0.469713,0.950642,0.070728,-0.438382,0.727776,1
-0.001522,0.707083,0.002466,0.707125,-0.000962,-0.456801,0.934037,-0.010087,-0.428832,0.469673,0
0.050264,0.704543,-0.046069,0.706379,-0.054549,-0.420837,0.827754,-0.019355,-0.473308,0.495368,0
0.040936,0.705861,-0.040579,0.706001,-0.033988,-0.390646,0.873483,-0.028557,-0.456104,0.578614,0
0.011399,0.706939,-0.01046,0.707106,0.002356,-0.45046,0.847248,1.778413,-3.367677,-20.341124,0
0.00667,0.707065,-0.00581,0.707093,0.009058,-0.542919,0.868308,0.23241,-0.507768,0.614702,0
-0.00894,0.707111,0.009863,0.706977,-0.00073,-0.473022,0.941072,1.004291,1.351038,-2.32773,0
-0.008085,0.706489,0.007395,0.707639,0.013253,-0.466851,0.947037,-0.06434,-0.433052,0.498047,0
-0.002152,0.707193,0.002487,0.707012,-0.029428,-0.37993,0.827843,0.03215,-0.600296,0.710714,0
0.013296,0.707007,-0.012198,0.706976,0.029209,-0.44862,0.899105,0.096939,-0.506854,0.513342,0
-0.010045,0.707246,0.011334,0.706805,0.00115,-0.419539,0.897996,0.089961,-0.407648,0.636262,1
-0.002767,0.707064,0.003548,0.707135,-0.003662,-0.481862,0.931127,-0.036853,-0.452929,0.468158,0
0.005467,0.707066,-0.005388,0.707106,-0.01635,-0.450016,0.966172,0.105283,-0.400277,0.744797,0
0.051393,0.705148,-0.050612,0.705381,-0.047593,-0.456787,0.880606,0.035404,-0.348282,0.688599,0
-0.007163,0.70838,0.007797,0.705752,0.035196,-0.492866,0.827732,5.967104,6.991591,-20.924807,0
-0.082756,0.702147,0.08389,0.702213,-0.01934,-0.405456,0.834876,-0.274586,-0.658565,0.617207,0
0.069364,0.703858,-0.068384,0.703631,-0.059376,-0.448811,0.892029,0.05226,-0.500529,0.661131,0
0.0,0.707107,0.0,0.707107,-0.081148,-0.426185,0.968486,0.107373,-0.471785,0.614702,0
0.032719,0.706295,-0.031876,0.706442,-0.021225,-0.478963,0.859439,-0.063523,-0.47569,0.460878,0
0.001726,0.707257,-0.00161,0.706953,0.000788,-0.429197,0.897362,0.061788,-0.417451,0.606027,0
0.000564,0.707018,0.000547,0.707195,0.022284,-0.466166,0.846536,-0.195017,3.689537,-18.427549,0
